Date_of_Usage,Region,Service_Type,Demand_Units,Capacity_Allocated,Cost_USD,Service_Availability_Percent,Economic_Activity_Index,Year,Month,Utilization_Ratio
2024-12-06,East US,Compute,1958.0,2251.0,11748.0,99.967,99.35,2024,12,0.8698356286095069
2024-12-06,East US,Storage,1052.0,1209.0,4734.0,99.937,99.35,2024,12,0.8701406120760959
2024-12-07,East US,Compute,2069.0,2379.0,12414.0,99.933,100.72,2024,12,0.869693148381673
2024-12-07,East US,Storage,1081.0,1243.0,4864.5,99.973,100.72,2024,12,0.8696701528559936
2024-12-08,East US,Compute,1982.0,2279.0,11892.0,99.945,99.91,2024,12,0.8696796840719614
2024-12-08,East US,Storage,1011.0,1162.0,4549.5,99.937,99.91,2024,12,0.8700516351118761
2024-12-09,East US,Compute,1880.0,2162.0,11280.0,99.982,100.08,2024,12,0.8695652173913043
2024-12-09,East US,Storage,1100.0,1265.0,4950.0,99.953,100.08,2024,12,0.8695652173913043
2024-12-10,East US,Compute,1990.0,2288.0,11940.0,99.922,100.49,2024,12,0.8697552447552448
2024-12-10,East US,Storage,963.0,1107.0,4333.5,99.929,100.49,2024,12,0.8699186991869918
2024-12-11,East US,Compute,2004.0,2304.0,12024.0,99.922,99.14,2024,12,0.8697916666666666
2024-12-11,East US,Storage,1012.0,1163.0,4554.0,99.906,99.14,2024,12,0.8701633705932932
2024-12-12,East US,Compute,1846.0,2122.0,11076.0,99.971,99.4,2024,12,0.8699340245051838
2024-12-12,East US,Storage,1073.0,1233.0,4828.5,99.972,99.4,2024,12,0.870235198702352
2024-12-13,East US,Compute,1953.0,2245.0,11718.0,99.96,100.61,2024,12,0.8699331848552339
2024-12-13,East US,Storage,1077.0,1238.0,4846.5,99.981,100.61,2024,12,0.869951534733441
2024-12-14,East US,Compute,1878.0,2159.0,11268.0,99.93,99.87,2024,12,0.8698471514590088
2024-12-14,East US,Storage,1030.0,1184.0,4635.0,99.92,99.87,2024,12,0.8699324324324325
2024-12-15,East US,Compute,1973.0,2268.0,11838.0,99.927,99.77,2024,12,0.8699294532627866
2024-12-15,East US,Storage,952.0,1094.0,4284.0,99.908,99.77,2024,12,0.870201096892139
2024-12-16,East US,Compute,1934.0,2224.0,11604.0,99.91,99.61,2024,12,0.8696043165467626
2024-12-16,East US,Storage,1056.0,1214.0,4752.0,99.915,99.61,2024,12,0.8698517298187809
2024-12-17,East US,Compute,1958.0,2251.0,11748.0,99.974,99.55,2024,12,0.8698356286095069
2024-12-17,East US,Storage,1098.0,1262.0,4941.0,99.927,99.55,2024,12,0.8700475435816165
2024-12-18,East US,Compute,1885.0,2167.0,11310.0,99.967,99.98,2024,12,0.8698661744347024
2024-12-18,East US,Storage,948.0,1090.0,4266.0,99.928,99.98,2024,12,0.8697247706422019
2024-12-19,East US,Compute,1904.0,2189.0,11424.0,99.984,100.72,2024,12,0.8698035632708999
2024-12-19,East US,Storage,1124.0,1292.0,5058.0,99.908,100.72,2024,12,0.8699690402476781
2024-12-20,East US,Compute,1876.0,2157.0,11256.0,99.982,100.68,2024,12,0.8697264719517849
2024-12-20,East US,Storage,1008.0,1159.0,4536.0,99.982,100.68,2024,12,0.8697152717860225
2024-12-21,East US,Compute,1939.0,2229.0,11634.0,99.917,99.59,2024,12,0.8698968147151189
2024-12-21,East US,Storage,1095.0,1259.0,4927.5,99.917,99.59,2024,12,0.8697378872120731
2024-12-22,East US,Compute,1829.0,2103.0,10974.0,99.973,99.81,2024,12,0.8697099381835474
2024-12-22,East US,Storage,967.0,1112.0,4351.5,99.918,99.81,2024,12,0.8696043165467626
2024-12-23,East US,Compute,1907.0,2193.0,11442.0,99.934,100.4,2024,12,0.8695850433196535
2024-12-23,East US,Storage,1012.0,1163.0,4554.0,99.982,100.4,2024,12,0.8701633705932932
2024-12-24,East US,Compute,2004.0,2304.0,12024.0,99.938,100.16,2024,12,0.8697916666666666
2024-12-24,East US,Storage,941.0,1082.0,4234.5,99.969,100.16,2024,12,0.8696857670979667
2024-12-25,East US,Compute,1941.0,2232.0,11646.0,99.94,99.71,2024,12,0.8696236559139785
2024-12-25,East US,Storage,1121.0,1289.0,5044.5,99.901,99.71,2024,12,0.86966640806827
2024-12-26,East US,Compute,1889.0,2172.0,11334.0,99.918,100.04,2024,12,0.8697053406998159
2024-12-26,East US,Storage,1008.0,1159.0,4536.0,99.937,100.04,2024,12,0.8697152717860225
2024-12-27,East US,Compute,1938.0,2228.0,11628.0,99.984,99.8,2024,12,0.86983842010772
2024-12-27,East US,Storage,1032.0,1186.0,4644.0,99.952,99.8,2024,12,0.8701517706576728
2024-12-28,East US,Compute,1910.0,2196.0,11460.0,99.925,100.25,2024,12,0.8697632058287796
2024-12-28,East US,Storage,1040.0,1196.0,4680.0,99.978,100.25,2024,12,0.8695652173913043
2024-12-29,East US,Compute,1897.0,2181.0,11382.0,99.96,99.68,2024,12,0.869784502521779
2024-12-29,East US,Storage,1022.0,1175.0,4599.0,99.926,99.68,2024,12,0.8697872340425532
2024-12-30,East US,Compute,1913.0,2199.0,11478.0,99.918,99.82,2024,12,0.8699408822191905
2024-12-30,East US,Storage,1092.0,1255.0,4914.0,99.947,99.82,2024,12,0.8701195219123506
2024-12-31,East US,Compute,1963.0,2257.0,11778.0,99.903,98.44,2024,12,0.8697385910500665
2024-12-31,East US,Storage,990.0,1138.0,4455.0,99.945,98.44,2024,12,0.8699472759226714
2024-01-01,South India,Compute,1748.0,2010.0,10488.0,99.905,101.75,2024,1,0.8696517412935323
2024-01-01,South India,Storage,937.0,1077.0,4216.5,99.964,101.75,2024,1,0.8700092850510678
2024-01-02,South India,Compute,1805.0,2075.0,10830.0,99.918,101.98,2024,1,0.8698795180722891
2024-01-02,South India,Storage,912.0,1048.0,4104.0,99.946,101.98,2024,1,0.8702290076335878
2024-01-03,South India,Compute,1751.0,2013.0,10506.0,99.928,101.49,2024,1,0.8698460009935419
2024-01-03,South India,Storage,1062.0,1221.0,4779.0,99.917,101.49,2024,1,0.8697788697788698
2024-01-04,South India,Compute,1748.0,2010.0,10488.0,99.907,100.71,2024,1,0.8696517412935323
2024-01-04,South India,Storage,904.0,1039.0,4068.0,99.989,100.71,2024,1,0.8700673724735323
2024-01-05,South India,Compute,1787.0,2055.0,10722.0,99.928,101.08,2024,1,0.8695863746958638
2024-01-05,South India,Storage,982.0,1129.0,4419.0,99.957,101.08,2024,1,0.8697962798937112
2024-01-06,South India,Compute,1736.0,1996.0,10416.0,99.928,101.67,2024,1,0.8697394789579158
2024-01-06,South India,Storage,909.0,1045.0,4090.5,99.946,101.67,2024,1,0.8698564593301435
2024-01-07,South India,Compute,1741.0,2002.0,10446.0,99.929,101.96,2024,1,0.8696303696303697
2024-01-07,South India,Storage,915.5,1047.0,4119.75,99.94546958981613,101.96,2024,1,0.8744030563514804
2024-01-08,South India,Compute,1636.0,1881.0,9816.0,99.926,101.42,2024,1,0.8697501329080276
2024-01-08,South India,Storage,922.0,1060.0,4149.0,99.903,101.42,2024,1,0.869811320754717
2024-01-09,South India,Compute,1801.0,2071.0,10806.0,99.957,102.07,2024,1,0.8696281989377113
2024-01-09,South India,Storage,914.5,1010.0,4115.25,99.94546958981613,102.07,2024,1,0.9054455445544555
2024-01-10,South India,Compute,1693.0,1946.0,10158.0,99.983,100.89,2024,1,0.8699897225077081
2024-01-10,South India,Storage,907.0,1043.0,4081.5,99.979,100.89,2024,1,0.8696069031639502
2024-01-11,South India,Compute,1689.0,1942.0,10134.0,99.98,101.63,2024,1,0.8697219361483007
2024-01-11,South India,Storage,954.0,1097.0,4293.0,99.908,101.63,2024,1,0.8696444849589791
2024-01-12,South India,Compute,1790.0,2058.0,10740.0,99.958,100.89,2024,1,0.86977648202138
2024-01-12,South India,Storage,882.0,1014.0,3969.0,99.976,100.89,2024,1,0.8698224852071006
2024-01-13,South India,Compute,1737.0,1997.0,10422.0,99.918,101.64,2024,1,0.8698047070605909
2024-01-13,South India,Storage,875.0,1006.0,3937.5,99.902,101.64,2024,1,0.8697813121272365
2024-01-14,South India,Compute,1741.0,2002.0,10446.0,99.951,101.89,2024,1,0.8696303696303697
2024-01-14,South India,Storage,943.0,1084.0,4243.5,99.909,101.89,2024,1,0.8699261992619927
2024-01-15,South India,Compute,1776.0,2042.0,10656.0,99.972,101.76,2024,1,0.8697355533790402
2024-01-15,South India,Storage,990.0,1138.0,4455.0,99.972,101.76,2024,1,0.8699472759226714
2024-01-16,South India,Compute,1708.0,1964.0,10248.0,99.911,101.23,2024,1,0.869653767820774
2024-01-16,South India,Storage,978.0,1124.0,4401.0,99.947,101.23,2024,1,0.8701067615658363
2024-01-17,South India,Compute,1649.0,1896.0,9894.0,99.902,100.49,2024,1,0.8697257383966245
2024-01-17,South India,Storage,885.0,1017.0,3982.5,99.916,100.49,2024,1,0.8702064896755162
2024-01-18,South India,Compute,1754.0,2017.0,10524.0,99.943,102.33,2024,1,0.8696083292017849
2024-01-18,South India,Storage,962.0,1106.0,4329.0,99.909,102.33,2024,1,0.8698010849909584
2024-01-19,South India,Compute,1777.0,2043.0,10662.0,99.906,102.22,2024,1,0.8697993147332355
2024-01-19,South India,Storage,913.0,1049.0,4108.5,99.953,102.22,2024,1,0.8703527168732126
2024-01-20,South India,Compute,1703.0,1958.0,10218.0,99.911,101.54,2024,1,0.8697650663942799
2024-01-20,South India,Storage,966.0,1110.0,4347.0,99.963,101.54,2024,1,0.8702702702702703
2024-01-21,South India,Compute,1790.0,2058.0,10740.0,99.977,101.49,2024,1,0.86977648202138
2024-01-21,South India,Storage,1001.0,1151.0,4504.5,99.968,101.49,2024,1,0.8696785403996524
2024-01-22,South India,Compute,1691.0,1944.0,10146.0,99.926,101.93,2024,1,0.8698559670781894
2024-01-22,South India,Storage,1028.0,1182.0,4626.0,99.93,101.93,2024,1,0.8697123519458545
2024-01-23,South India,Compute,1800.0,2070.0,10800.0,99.908,101.99,2024,1,0.8695652173913043
2024-01-23,South India,Storage,902.0,1037.0,4059.0,99.974,101.99,2024,1,0.8698167791706847
2024-01-24,South India,Compute,1731.0,1990.0,10386.0,99.901,102.18,2024,1,0.8698492462311558
2024-01-24,South India,Storage,873.0,1003.0,3928.5,99.942,102.18,2024,1,0.8703888334995015
2024-01-25,South India,Compute,1735.0,1995.0,10410.0,99.957,101.61,2024,1,0.8696741854636592
2024-01-25,South India,Storage,902.0,1037.0,4059.0,99.956,101.61,2024,1,0.8698167791706847
2024-01-26,South India,Compute,1749.0,2011.0,10494.0,99.928,100.82,2024,1,0.8697165589259075
2024-01-26,South India,Storage,1017.0,1169.0,4576.5,99.973,100.82,2024,1,0.8699743370402053
2024-01-27,South India,Compute,1677.0,1928.0,10062.0,99.987,102.09,2024,1,0.8698132780082988
2024-01-27,South India,Storage,983.0,1077.0,4423.5,99.94546958981613,102.09,2024,1,0.9127205199628597
2024-01-28,South India,Compute,1738.0,1998.0,10428.0,99.921,101.66,2024,1,0.8698698698698699
2024-01-28,South India,Storage,949.0,1091.0,4270.5,99.96,101.66,2024,1,0.8698441796516957
2024-01-29,South India,Compute,1719.0,1976.0,10314.0,99.968,102.53,2024,1,0.8699392712550608
2024-01-29,South India,Storage,998.0,1147.0,4491.0,99.919,102.53,2024,1,0.8700959023539668
2024-01-30,South India,Compute,1647.0,1894.0,9882.0,99.941,100.41,2024,1,0.8695881731784583
2024-01-30,South India,Storage,921.0,1059.0,4144.5,99.988,100.41,2024,1,0.8696883852691218
2024-01-31,South India,Compute,1708.0,1964.0,10248.0,99.915,101.47,2024,1,0.869653767820774
2024-01-31,South India,Storage,883.0,1015.0,3973.5,99.908,101.47,2024,1,0.8699507389162562
2024-02-01,South India,Compute,1787.0,2055.0,10722.0,99.973,102.62,2024,2,0.8695863746958638
2024-02-01,South India,Storage,945.0,1086.0,4252.5,99.967,102.62,2024,2,0.8701657458563536
2024-02-02,South India,Compute,1796.0,2065.0,10776.0,99.948,102.89,2024,2,0.8697336561743342
2024-02-02,South India,Storage,915.0,1052.0,4117.5,99.934,102.89,2024,2,0.8697718631178707
2024-02-03,South India,Compute,1869.0,2149.0,11214.0,99.939,103.05,2024,2,0.8697068403908795
2024-02-03,South India,Storage,983.0,1130.0,4423.5,99.911,103.05,2024,2,0.8699115044247787
2024-02-04,South India,Compute,1765.0,2029.0,10590.0,99.907,102.27,2024,2,0.869886643666831
2024-02-04,South India,Storage,831.0,955.0,3739.5,99.988,102.27,2024,2,0.8701570680628272
2024-02-05,South India,Compute,1759.0,2022.0,10554.0,99.929,102.33,2024,2,0.8699307616221563
2024-02-05,South India,Storage,984.0,1131.0,4428.0,99.938,102.33,2024,2,0.870026525198939
2024-02-06,South India,Compute,1830.0,2104.0,10980.0,99.968,102.27,2024,2,0.8697718631178707
2024-02-06,South India,Storage,920.0,1058.0,4140.0,99.937,102.27,2024,2,0.8695652173913043
2024-02-07,South India,Compute,1812.0,2083.0,10872.0,99.96,103.39,2024,2,0.8698991838694191
2024-02-07,South India,Storage,935.0,1075.0,4207.5,99.947,103.39,2024,2,0.8697674418604651
2024-02-08,South India,Compute,1834.0,2109.0,11004.0,99.982,102.61,2024,2,0.869606448553817
2024-02-08,South India,Storage,911.0,1047.0,4099.5,99.985,102.61,2024,2,0.8701050620821394
2024-02-09,South India,Compute,1796.0,2065.0,10776.0,99.969,102.64,2024,2,0.8697336561743342
2024-02-09,South India,Storage,932.0,1071.0,4194.0,99.979,102.64,2024,2,0.8702147525676938
2024-02-10,South India,Compute,1774.5,2119.0,10647.0,99.94546958981613,102.64,2024,2,0.8374233128834356
2024-02-10,South India,Storage,903.0,1038.0,4063.5,99.982,102.98,2024,2,0.869942196531792
2024-02-11,South India,Compute,1753.0,2015.0,10518.0,99.952,103.92,2024,2,0.8699751861042183
2024-02-11,South India,Storage,950.5,1125.0,4277.25,99.94546958981613,103.92,2024,2,0.8448888888888889
2024-02-12,South India,Compute,1786.0,2053.0,10716.0,99.972,102.63,2024,2,0.8699464198733561
2024-02-12,South India,Storage,998.0,1147.0,4491.0,99.983,102.63,2024,2,0.8700959023539668
2024-02-13,South India,Compute,1885.0,2167.0,11310.0,99.901,102.52,2024,2,0.8698661744347024
2024-02-13,South India,Storage,1012.0,1163.0,4554.0,99.96,102.52,2024,2,0.8701633705932932
2024-02-14,South India,Compute,1862.0,1997.0,11172.0,99.94546958981613,102.52,2024,2,0.9323985978968453
2024-02-14,South India,Storage,1025.0,1178.0,4612.5,99.94,102.7,2024,2,0.870118845500849
2024-02-15,South India,Compute,1839.0,2114.0,11034.0,99.902,102.86,2024,2,0.869914853358562
2024-02-15,South India,Storage,1019.0,1171.0,4585.5,99.92,102.86,2024,2,0.8701964133219471
2024-02-16,South India,Compute,1805.0,2075.0,10830.0,99.96,102.48,2024,2,0.8698795180722891
2024-02-16,South India,Storage,923.0,1061.0,4153.5,99.981,102.48,2024,2,0.8699340245051838
2024-02-17,South India,Compute,1688.0,1941.0,10128.0,99.927,102.19,2024,2,0.8696548171045853
2024-02-17,South India,Storage,1041.0,1197.0,4684.5,99.985,102.19,2024,2,0.8696741854636592
2024-02-18,South India,Compute,1771.0,2036.0,10626.0,99.989,102.75,2024,2,0.8698428290766208
2024-02-18,South India,Storage,891.0,1024.0,4009.5,99.925,102.75,2024,2,0.8701171875
2024-02-19,South India,Compute,1700.0,1954.0,10200.0,99.947,102.86,2024,2,0.8700102354145343
2024-02-19,South India,Storage,892.0,1025.0,4014.0,99.904,102.86,2024,2,0.8702439024390244
2024-02-20,South India,Compute,1777.0,2043.0,10662.0,99.966,102.11,2024,2,0.8697993147332355
2024-02-20,South India,Storage,986.0,1133.0,4437.0,99.905,102.11,2024,2,0.8702559576345984
2024-02-21,South India,Compute,1811.5,2097.0,10869.0,99.94546958981613,102.11,2024,2,0.8638531235097758
2024-02-21,South India,Storage,1004.0,1154.0,4518.0,99.953,102.43,2024,2,0.8700173310225303
2024-02-22,South India,Compute,1846.0,2122.0,11076.0,99.922,102.79,2024,2,0.8699340245051838
2024-02-22,South India,Storage,879.0,1010.0,3955.5,99.989,102.79,2024,2,0.8702970297029703
2024-02-23,South India,Compute,1839.0,2114.0,11034.0,99.903,102.49,2024,2,0.869914853358562
2024-02-23,South India,Storage,930.0,1069.0,4185.0,99.954,102.49,2024,2,0.8699719363891487
2024-02-24,South India,Compute,1807.0,2078.0,10842.0,99.921,103.32,2024,2,0.8695861405197305
2024-02-24,South India,Storage,991.0,1139.0,4459.5,99.972,103.32,2024,2,0.8700614574187884
2024-02-25,South India,Compute,1771.0,2036.0,10626.0,99.932,102.76,2024,2,0.8698428290766208
2024-02-25,South India,Storage,942.0,1083.0,4239.0,99.926,102.76,2024,2,0.8698060941828255
2024-02-26,South India,Compute,1759.0,2022.0,10554.0,99.989,103.09,2024,2,0.8699307616221563
2024-02-26,South India,Storage,1014.0,1166.0,4563.0,99.946,103.09,2024,2,0.869639794168096
2024-02-27,South India,Compute,1765.0,2029.0,10590.0,99.92,102.51,2024,2,0.869886643666831
2024-02-27,South India,Storage,987.0,1135.0,4441.5,99.948,102.51,2024,2,0.8696035242290749
2024-02-28,South India,Compute,1798.0,2067.0,10788.0,99.934,102.74,2024,2,0.8698597000483793
2024-02-28,South India,Storage,1000.0,1150.0,4500.0,99.945,102.74,2024,2,0.8695652173913043
2024-02-29,South India,Compute,1822.0,2095.0,10932.0,99.972,102.16,2024,2,0.8696897374701671
2024-02-29,South India,Storage,938.0,1078.0,4221.0,99.959,102.16,2024,2,0.8701298701298701
2024-03-01,South India,Compute,1839.0,2114.0,11034.0,99.975,102.92,2024,3,0.869914853358562
2024-03-01,South India,Storage,956.0,1099.0,4302.0,99.926,102.92,2024,3,0.8698817106460418
2024-03-02,South India,Compute,1845.0,2121.0,11070.0,99.909,103.11,2024,3,0.8698727015558698
2024-03-02,South India,Storage,977.0,1123.0,4396.5,99.984,103.11,2024,3,0.8699910952804987
2024-03-03,South India,Compute,1713.0,1969.0,10278.0,99.961,102.72,2024,3,0.8699847638395124
2024-03-03,South India,Storage,882.0,1014.0,3969.0,99.99,102.72,2024,3,0.8698224852071006
2024-03-04,South India,Compute,1738.0,1998.0,10428.0,99.989,103.66,2024,3,0.8698698698698699
2024-03-04,South India,Storage,933.0,1072.0,4198.5,99.937,103.66,2024,3,0.8703358208955224
2024-03-05,South India,Compute,1845.0,2121.0,11070.0,99.912,103.17,2024,3,0.8698727015558698
2024-03-05,South India,Storage,1030.0,1184.0,4635.0,99.943,103.17,2024,3,0.8699324324324325
2024-03-06,South India,Compute,1792.0,2060.0,10752.0,99.954,102.99,2024,3,0.8699029126213592
2024-03-06,South India,Storage,846.0,972.0,3807.0,99.926,102.99,2024,3,0.8703703703703703
2024-03-07,South India,Compute,1904.0,2189.0,11424.0,99.929,103.0,2024,3,0.8698035632708999
2024-03-07,South India,Storage,924.0,1062.0,4158.0,99.932,103.0,2024,3,0.8700564971751412
2024-03-08,South India,Compute,1817.0,2089.0,10902.0,99.964,103.31,2024,3,0.8697941598851124
2024-03-08,South India,Storage,935.0,1075.0,4207.5,99.978,103.31,2024,3,0.8697674418604651
2024-03-09,South India,Compute,1788.0,2056.0,10728.0,99.959,103.87,2024,3,0.8696498054474708
2024-03-09,South India,Storage,1116.0,1283.0,5022.0,99.965,103.87,2024,3,0.8698363211223694
2024-03-10,South India,Compute,1784.0,2099.0,10704.0,99.94546958981613,103.87,2024,3,0.8499285373987613
2024-03-10,South India,Storage,1020.0,1173.0,4590.0,99.965,102.94,2024,3,0.8695652173913043
2024-03-11,South India,Compute,1780.0,2046.0,10680.0,99.916,103.74,2024,3,0.8699902248289345
2024-03-11,South India,Storage,984.0,1131.0,4428.0,99.944,103.74,2024,3,0.870026525198939
2024-03-12,South India,Compute,1812.0,2083.0,10872.0,99.921,103.16,2024,3,0.8698991838694191
2024-03-12,South India,Storage,991.0,1139.0,4459.5,99.907,103.16,2024,3,0.8700614574187884
2024-03-13,South India,Compute,1876.0,2157.0,11256.0,99.976,102.83,2024,3,0.8697264719517849
2024-03-13,South India,Storage,986.0,1133.0,4437.0,99.978,102.83,2024,3,0.8702559576345984
2024-03-14,South India,Compute,1860.0,2139.0,11160.0,99.941,102.48,2024,3,0.8695652173913043
2024-03-14,South India,Storage,985.0,1132.0,4432.5,99.946,102.48,2024,3,0.8701413427561837
2024-03-15,South India,Compute,1769.0,2034.0,10614.0,99.985,102.69,2024,3,0.8697148475909537
2024-03-15,South India,Storage,966.0,1110.0,4347.0,99.956,102.69,2024,3,0.8702702702702703
2024-03-16,South India,Compute,1811.0,2082.0,10866.0,99.978,103.33,2024,3,0.8698366954851104
2024-03-16,South India,Storage,984.0,1131.0,4428.0,99.97,103.33,2024,3,0.870026525198939
2024-03-17,South India,Compute,1763.0,2027.0,10578.0,99.929,102.85,2024,3,0.8697582634435126
2024-03-17,South India,Storage,904.0,1039.0,4068.0,99.963,102.85,2024,3,0.8700673724735323
2024-03-18,South India,Compute,1690.0,1943.0,10140.0,99.902,102.65,2024,3,0.8697889861039629
2024-03-18,South India,Storage,1082.0,1244.0,4869.0,99.931,102.65,2024,3,0.8697749196141479
2024-03-19,South India,Compute,1842.0,2118.0,11052.0,99.944,103.38,2024,3,0.8696883852691218
2024-03-19,South India,Storage,924.0,1062.0,4158.0,99.928,103.38,2024,3,0.8700564971751412
2024-03-20,South India,Compute,1784.0,2051.0,10704.0,99.951,102.21,2024,3,0.8698196001950268
2024-03-20,South India,Storage,983.0,1130.0,4423.5,99.923,102.21,2024,3,0.8699115044247787
2024-03-21,South India,Compute,1794.5,2012.0,10767.0,99.94546958981613,102.21,2024,3,0.8918986083499006
2024-03-21,South India,Storage,954.0,1097.0,4293.0,99.921,103.02,2024,3,0.8696444849589791
2024-03-22,South India,Compute,1805.0,2075.0,10830.0,99.902,102.61,2024,3,0.8698795180722891
2024-03-22,South India,Storage,961.0,1105.0,4324.5,99.958,102.61,2024,3,0.869683257918552
2024-03-23,South India,Compute,1870.0,2150.0,11220.0,99.912,102.6,2024,3,0.8697674418604651
2024-03-23,South India,Storage,983.0,1130.0,4423.5,99.952,102.6,2024,3,0.8699115044247787
2024-03-24,South India,Compute,1715.0,1972.0,10290.0,99.93,103.02,2024,3,0.8696754563894523
2024-03-24,South India,Storage,986.0,1133.0,4437.0,99.96,103.02,2024,3,0.8702559576345984
2024-03-25,South India,Compute,1799.0,2068.0,10794.0,99.96,103.08,2024,3,0.8699226305609284
2024-03-25,South India,Storage,941.0,1082.0,4234.5,99.914,103.08,2024,3,0.8696857670979667
2024-03-26,South India,Compute,1775.0,2041.0,10650.0,99.908,103.11,2024,3,0.869671729544341
2024-03-26,South India,Storage,901.0,1036.0,4054.5,99.984,103.11,2024,3,0.8696911196911197
2024-03-27,South India,Compute,1844.0,2120.0,11064.0,99.907,103.04,2024,3,0.869811320754717
2024-03-27,South India,Storage,908.0,1044.0,4086.0,99.963,103.04,2024,3,0.8697318007662835
2024-03-28,South India,Compute,1784.0,2051.0,10704.0,99.902,102.85,2024,3,0.8698196001950268
2024-03-28,South India,Storage,958.0,1101.0,4311.0,99.912,102.85,2024,3,0.8701180744777475
2024-03-29,South India,Compute,1835.0,2110.0,11010.0,99.97,102.4,2024,3,0.8696682464454977
2024-03-29,South India,Storage,933.0,1072.0,4198.5,99.99,102.4,2024,3,0.8703358208955224
2024-03-30,South India,Compute,1862.0,2141.0,11172.0,99.947,102.69,2024,3,0.8696870621205044
2024-03-30,South India,Storage,893.0,1026.0,4018.5,99.938,102.69,2024,3,0.8703703703703703
2024-03-31,South India,Compute,1775.0,2041.0,10650.0,99.948,102.71,2024,3,0.869671729544341
2024-03-31,South India,Storage,918.0,1055.0,4131.0,99.949,102.71,2024,3,0.8701421800947867
2024-04-01,South India,Compute,1759.0,2022.0,10554.0,99.962,102.38,2024,4,0.8699307616221563
2024-04-01,South India,Storage,1008.0,1159.0,4536.0,99.939,102.38,2024,4,0.8697152717860225
2024-04-02,South India,Compute,1796.0,2065.0,10776.0,99.946,103.25,2024,4,0.8697336561743342
2024-04-02,South India,Storage,944.0,1085.0,4248.0,99.908,103.25,2024,4,0.8700460829493087
2024-04-03,South India,Compute,1842.0,2118.0,11052.0,99.956,103.18,2024,4,0.8696883852691218
2024-04-03,South India,Storage,918.0,1055.0,4131.0,99.934,103.18,2024,4,0.8701421800947867
2024-04-04,South India,Compute,1882.0,2164.0,11292.0,99.973,102.28,2024,4,0.8696857670979667
2024-04-04,South India,Storage,913.0,1049.0,4108.5,99.93,102.28,2024,4,0.8703527168732126
2024-04-05,South India,Compute,1835.0,2110.0,11010.0,99.978,102.67,2024,4,0.8696682464454977
2024-04-05,South India,Storage,927.0,1066.0,4171.5,99.976,102.67,2024,4,0.8696060037523452
2024-04-06,South India,Compute,1788.0,2056.0,10728.0,99.974,102.69,2024,4,0.8696498054474708
2024-04-06,South India,Storage,957.0,1100.0,4306.5,99.976,102.69,2024,4,0.87
2024-04-07,South India,Compute,1782.0,2049.0,10692.0,99.972,102.91,2024,4,0.8696925329428989
2024-04-07,South India,Storage,913.0,1049.0,4108.5,99.918,102.91,2024,4,0.8703527168732126
2024-04-08,South India,Compute,1737.0,1997.0,10422.0,99.928,102.21,2024,4,0.8698047070605909
2024-04-08,South India,Storage,915.0,1052.0,4117.5,99.965,102.21,2024,4,0.8697718631178707
2024-04-09,South India,Compute,1869.0,2149.0,11214.0,99.95,102.31,2024,4,0.8697068403908795
2024-04-09,South India,Storage,1056.0,1214.0,4752.0,99.954,102.31,2024,4,0.8698517298187809
2024-04-10,South India,Compute,1832.0,2106.0,10992.0,99.93,102.95,2024,4,0.8698955365622032
2024-04-10,South India,Storage,914.0,1051.0,4113.0,99.92,102.95,2024,4,0.8696479543292103
2024-04-11,South India,Compute,1768.0,2033.0,10608.0,99.93,102.73,2024,4,0.8696507624200689
2024-04-11,South India,Storage,900.0,1035.0,4050.0,99.902,102.73,2024,4,0.8695652173913043
2024-04-12,South India,Compute,1790.0,2058.0,10740.0,99.966,102.85,2024,4,0.86977648202138
2024-04-12,South India,Storage,812.0,933.0,3654.0,99.966,102.85,2024,4,0.8703108252947481
2024-04-13,South India,Compute,1781.0,2048.0,10686.0,99.924,102.66,2024,4,0.86962890625
2024-04-13,South India,Storage,974.0,1120.0,4383.0,99.968,102.66,2024,4,0.8696428571428572
2024-04-14,South India,Compute,1762.0,2026.0,10572.0,99.966,102.63,2024,4,0.8696939782823297
2024-04-14,South India,Storage,900.0,1035.0,4050.0,99.951,102.63,2024,4,0.8695652173913043
2024-04-15,South India,Compute,1814.0,2086.0,10884.0,99.906,102.33,2024,4,0.8696069031639502
2024-04-15,South India,Storage,990.0,1138.0,4455.0,99.964,102.33,2024,4,0.8699472759226714
2024-04-16,South India,Compute,1795.0,2064.0,10770.0,99.905,102.91,2024,4,0.8696705426356589
2024-04-16,South India,Storage,924.0,1062.0,4158.0,99.923,102.91,2024,4,0.8700564971751412
2024-04-17,South India,Compute,1807.0,2078.0,10842.0,99.974,102.85,2024,4,0.8695861405197305
2024-04-17,South India,Storage,918.0,1055.0,4131.0,99.934,102.85,2024,4,0.8701421800947867
2024-04-18,South India,Compute,1825.0,2098.0,10950.0,99.977,102.63,2024,4,0.8698760724499524
2024-04-18,South India,Storage,942.0,1083.0,4239.0,99.989,102.63,2024,4,0.8698060941828255
2024-04-19,South India,Compute,1739.0,1999.0,10434.0,99.979,102.02,2024,4,0.8699349674837419
2024-04-19,South India,Storage,977.0,1123.0,4396.5,99.938,102.02,2024,4,0.8699910952804987
2024-04-20,South India,Compute,1695.0,1949.0,10170.0,99.941,102.68,2024,4,0.8696767573114418
2024-04-20,South India,Storage,951.0,1093.0,4279.5,99.975,102.68,2024,4,0.8700823421774931
2024-04-21,South India,Compute,1842.0,2118.0,11052.0,99.942,102.39,2024,4,0.8696883852691218
