Date_of_Usage,Demand_Units,Capacity_Allocated,Cost_USD,Service_Availability_Percent,Economic_Activity_Index,Year,Month,Utilization_Ratio,Dayofweek,Dayofyear,Weekofyear,Is_Weekend,Demand_Units_Lag_1,Demand_Units_Lag_7,Demand_Units_Lag_30,Demand_Change,Usage_Spike,Region_South India,Region_Southeast Asia,Region_West Europe,Service_Type_Storage
2024-05-24,1087.0,1250.0,4891.5,99.965,101.59,2024,5,0.8696,4,145,21,False,1121.0,1038.0,1035.0,-34.0,False,False,False,False,True
2024-05-25,1105.0,1270.0,4972.5,99.903,102.09,2024,5,0.8700787401574803,5,146,21,True,1087.0,1015.0,1188.0,18.0,False,False,False,False,True
2024-05-26,1112.0,1278.0,5004.0,99.932,101.87,2024,5,0.8701095461658842,6,147,21,True,1105.0,1127.0,1235.0,7.0,False,False,False,False,True
2024-05-27,1013.0,1164.0,4558.5,99.968,101.2,2024,5,0.8702749140893471,0,148,22,False,1112.0,1072.0,1139.0,-99.0,False,False,False,False,True
2024-05-28,1092.0,1255.0,4914.0,99.937,101.41,2024,5,0.8701195219123506,1,149,22,False,1013.0,1119.0,1148.0,79.0,False,False,False,False,True
2024-05-29,1067.0,1227.0,4801.5,99.937,101.98,2024,5,0.86960065199674,2,150,22,False,1092.0,1092.0,1155.0,-25.0,False,False,False,False,True
2024-05-30,1068.0,1228.0,4806.0,99.981,100.96,2024,5,0.8697068403908795,3,151,22,False,1067.0,1121.0,1155.0,1.0,False,False,False,False,True
2024-05-31,1016.0,1168.0,4572.0,99.964,100.64,2024,5,0.8698630136986302,4,152,22,False,1068.0,1087.0,1097.0,-52.0,False,False,False,False,True
2024-06-01,1019.0,1164.0,4585.5,99.94402676056336,100.3,2024,6,0.8754295532646048,5,153,22,True,1016.0,1105.0,1078.0,3.0,False,False,False,False,True
2024-06-02,1022.0,1175.0,4599.0,99.974,100.47,2024,6,0.8697872340425532,6,154,22,True,1019.0,1112.0,1130.0,3.0,False,False,False,False,True
2024-06-03,1007.0,1158.0,4531.5,99.956,100.35,2024,6,0.8696027633851469,0,155,23,False,1022.0,1013.0,1092.0,-15.0,False,False,False,False,True
2024-06-04,954.0,1097.0,4293.0,99.93,99.68,2024,6,0.8696444849589791,1,156,23,False,1007.0,1092.0,1114.0,-53.0,False,False,False,False,True
2024-06-05,973.0,1118.0,4378.5,99.987,100.56,2024,6,0.870304114490161,2,157,23,False,954.0,1067.0,1140.0,19.0,False,False,False,False,True
2024-06-06,1043.0,1199.0,4693.5,99.907,99.69,2024,6,0.8698915763135947,3,158,23,False,973.0,1068.0,1115.0,70.0,False,False,False,False,True
2024-06-07,1029.0,1183.0,4630.5,99.953,99.35,2024,6,0.8698224852071006,4,159,23,False,1043.0,1016.0,1123.0,-14.0,False,False,False,False,True
2024-06-08,1031.0,1185.0,4639.5,99.967,100.85,2024,6,0.870042194092827,5,160,23,True,1029.0,1019.0,1148.0,2.0,False,False,False,False,True
2024-06-09,1005.0,1155.0,4522.5,99.922,100.87,2024,6,0.8701298701298701,6,161,23,True,1031.0,1022.0,1065.0,-26.0,False,False,False,False,True
2024-06-10,978.0,1124.0,4401.0,99.966,99.85,2024,6,0.8701067615658363,0,162,24,False,1005.0,1007.0,1054.0,-27.0,False,False,False,False,True
2024-06-11,959.0,1102.0,4315.5,99.958,100.54,2024,6,0.8702359346642469,1,163,24,False,978.0,954.0,1135.0,-19.0,False,False,False,False,True
2024-06-12,1026.0,1179.0,4617.0,99.917,99.11,2024,6,0.8702290076335878,2,164,24,False,959.0,973.0,1101.0,67.0,False,False,False,False,True
2024-06-13,982.0,1129.0,4419.0,99.946,99.83,2024,6,0.8697962798937112,3,165,24,False,1026.0,1043.0,1060.0,-44.0,False,False,False,False,True
2024-06-14,993.0,1141.0,4468.5,99.962,98.93,2024,6,0.8702892199824716,4,166,24,False,982.0,1029.0,1086.0,11.0,False,False,False,False,True
2024-06-15,1032.0,1186.0,4644.0,99.921,100.49,2024,6,0.8701517706576728,5,167,24,True,993.0,1031.0,950.0,39.0,False,False,False,False,True
2024-06-16,1086.0,1248.0,4887.0,99.91,100.22,2024,6,0.8701923076923077,6,168,24,True,1032.0,1005.0,1038.0,54.0,False,False,False,False,True
2024-06-17,985.0,1132.0,4432.5,99.901,99.5,2024,6,0.8701413427561837,0,169,25,False,1086.0,978.0,1015.0,-101.0,False,False,False,False,True
2024-06-18,1036.0,1191.0,4662.0,99.972,100.07,2024,6,0.869857262804366,1,170,25,False,985.0,959.0,1127.0,51.0,False,False,False,False,True
2024-06-19,986.0,1133.0,4437.0,99.932,100.42,2024,6,0.8702559576345984,2,171,25,False,1036.0,1026.0,1072.0,-50.0,False,False,False,False,True
2024-06-20,1073.0,1233.0,4828.5,99.906,99.69,2024,6,0.870235198702352,3,172,25,False,986.0,982.0,1119.0,87.0,False,False,False,False,True
2024-06-21,1067.0,1227.0,4801.5,99.959,100.04,2024,6,0.86960065199674,4,173,25,False,1073.0,993.0,1092.0,-6.0,False,False,False,False,True
2024-06-22,1085.0,1247.0,4882.5,99.907,100.55,2024,6,0.8700882117080995,5,174,25,True,1067.0,1032.0,1121.0,18.0,False,False,False,False,True
2024-06-23,963.0,1107.0,4333.5,99.96,99.67,2024,6,0.8699186991869918,6,175,25,True,1085.0,1086.0,1087.0,-122.0,False,False,False,False,True
2024-06-24,1024.0,1177.0,4608.0,99.929,100.38,2024,6,0.8700084961767205,0,176,26,False,963.0,985.0,1105.0,61.0,False,False,False,False,True
2024-06-25,979.0,1125.0,4405.5,99.901,100.38,2024,6,0.8702222222222222,1,177,26,False,1024.0,1036.0,1112.0,-45.0,False,False,False,False,True
2024-06-26,1118.0,1285.0,5031.0,99.935,100.31,2024,6,0.8700389105058366,2,178,26,False,979.0,986.0,1013.0,139.0,False,False,False,False,True
2024-06-27,1067.0,1227.0,4801.5,99.915,100.18,2024,6,0.86960065199674,3,179,26,False,1118.0,1073.0,1092.0,-51.0,False,False,False,False,True
2024-06-28,1057.0,1215.0,4756.5,99.97,100.54,2024,6,0.8699588477366255,4,180,26,False,1067.0,1067.0,1067.0,-10.0,False,False,False,False,True
2024-06-29,999.0,1148.0,4495.5,99.955,100.02,2024,6,0.8702090592334495,5,181,26,True,1057.0,1085.0,1068.0,-58.0,False,False,False,False,True
2024-06-30,1030.0,1184.0,4635.0,99.974,100.4,2024,6,0.8699324324324325,6,182,26,True,999.0,963.0,1016.0,31.0,False,False,False,False,True
2024-07-01,1056.0,1214.0,4752.0,99.906,98.41,2024,7,0.8698517298187809,0,183,27,False,1030.0,1024.0,1019.0,26.0,False,False,False,False,True
2024-07-02,937.0,1077.0,4216.5,99.944,98.67,2024,7,0.8700092850510678,1,184,27,False,1056.0,979.0,1022.0,-119.0,False,False,False,False,True
2024-07-03,928.0,1067.0,4176.0,99.944,98.44,2024,7,0.8697282099343955,2,185,27,False,937.0,1118.0,1007.0,-9.0,False,False,False,False,True
2024-07-04,1069.0,1229.0,4810.5,99.958,97.77,2024,7,0.869812855980472,3,186,27,False,928.0,1067.0,954.0,141.0,False,False,False,False,True
2024-07-05,970.0,1115.0,4365.0,99.972,98.61,2024,7,0.8699551569506726,4,187,27,False,1069.0,1057.0,973.0,-99.0,False,False,False,False,True
2024-07-06,1049.0,1206.0,4720.5,99.914,98.08,2024,7,0.8698175787728026,5,188,27,True,970.0,999.0,1043.0,79.0,False,False,False,False,True
2024-07-07,1046.0,1202.0,4707.0,99.915,98.03,2024,7,0.870216306156406,6,189,27,True,1049.0,1030.0,1029.0,-3.0,False,False,False,False,True
2024-07-08,966.0,1110.0,4347.0,99.904,97.94,2024,7,0.8702702702702703,0,190,28,False,1046.0,1056.0,1031.0,-80.0,False,False,False,False,True
2024-07-09,956.0,1099.0,4302.0,99.902,98.29,2024,7,0.8698817106460418,1,191,28,False,966.0,937.0,1005.0,-10.0,False,False,False,False,True
2024-07-10,965.0,1109.0,4342.5,99.98,98.57,2024,7,0.8701532912533815,2,192,28,False,956.0,928.0,978.0,9.0,False,False,False,False,True
2024-07-11,964.0,1108.0,4338.0,99.984,98.94,2024,7,0.8700361010830325,3,193,28,False,965.0,1069.0,959.0,-1.0,False,False,False,False,True
2024-07-12,1075.0,1236.0,4837.5,99.98,98.65,2024,7,0.8697411003236246,4,194,28,False,964.0,970.0,1026.0,111.0,False,False,False,False,True
2024-07-13,994.0,1143.0,4473.0,99.981,98.24,2024,7,0.8696412948381452,5,195,28,True,1075.0,1049.0,982.0,-81.0,False,False,False,False,True
2024-07-14,992.0,1140.0,4464.0,99.942,99.13,2024,7,0.8701754385964913,6,196,28,True,994.0,1046.0,993.0,-2.0,False,False,False,False,True
2024-07-15,994.0,1143.0,4473.0,99.941,98.02,2024,7,0.8696412948381452,0,197,29,False,992.0,966.0,1032.0,2.0,False,False,False,False,True
2024-07-16,846.0,972.0,3807.0,99.92,98.83,2024,7,0.8703703703703703,1,198,29,False,994.0,956.0,1086.0,-148.0,False,False,False,False,True
2024-07-17,1074.0,1235.0,4833.0,99.906,97.57,2024,7,0.8696356275303644,2,199,29,False,846.0,965.0,985.0,228.0,True,False,False,False,True
2024-07-18,952.0,1094.0,4284.0,99.932,98.05,2024,7,0.870201096892139,3,200,29,False,1074.0,964.0,1036.0,-122.0,False,False,False,False,True
2024-07-19,1005.0,1155.0,4522.5,99.984,97.9,2024,7,0.8701298701298701,4,201,29,False,952.0,1075.0,986.0,53.0,False,False,False,False,True
2024-07-20,995.0,1144.0,4477.5,99.934,99.21,2024,7,0.8697552447552448,5,202,29,True,1005.0,994.0,1073.0,-10.0,False,False,False,False,True
2024-07-21,1055.0,1213.0,4747.5,99.924,97.52,2024,7,0.8697444352844188,6,203,29,True,995.0,992.0,1067.0,60.0,False,False,False,False,True
2024-07-22,973.0,1118.0,4378.5,99.938,98.33,2024,7,0.870304114490161,0,204,30,False,1055.0,994.0,1085.0,-82.0,False,False,False,False,True
2024-07-23,927.0,1115.0,4171.5,99.94402676056336,99.02,2024,7,0.831390134529148,1,205,30,False,973.0,846.0,963.0,-46.0,False,False,False,False,True
2024-07-24,881.0,1013.0,3964.5,99.938,99.0,2024,7,0.8696939782823297,2,206,30,False,927.0,1074.0,1024.0,-46.0,False,False,False,False,True
2024-07-25,1000.0,1150.0,4500.0,99.972,98.44,2024,7,0.8695652173913043,3,207,30,False,881.0,952.0,979.0,119.0,False,False,False,False,True
2024-07-26,1026.0,1179.0,4617.0,99.981,98.42,2024,7,0.8702290076335878,4,208,30,False,1000.0,1005.0,1118.0,26.0,False,False,False,False,True
2024-07-27,1018.0,1170.0,4581.0,99.952,98.99,2024,7,0.8700854700854701,5,209,30,True,1026.0,995.0,1067.0,-8.0,False,False,False,False,True
2024-07-28,1051.0,1208.0,4729.5,99.901,97.59,2024,7,0.8700331125827815,6,210,30,True,1018.0,1055.0,1057.0,33.0,False,False,False,False,True
2024-07-29,1024.0,1177.0,4608.0,99.921,98.95,2024,7,0.8700084961767205,0,211,31,False,1051.0,973.0,999.0,-27.0,False,False,False,False,True
2024-07-30,886.0,1018.0,3987.0,99.907,98.85,2024,7,0.8703339882121808,1,212,31,False,1024.0,927.0,1030.0,-138.0,False,False,False,False,True
2024-07-31,934.0,1074.0,4203.0,99.964,99.0,2024,7,0.8696461824953445,2,213,31,False,886.0,881.0,1056.0,48.0,False,False,False,False,True
2024-08-01,952.0,1094.0,4284.0,99.929,97.52,2024,8,0.870201096892139,3,214,31,False,934.0,1000.0,937.0,18.0,False,False,False,False,True
2024-08-02,980.0,1127.0,4410.0,99.908,97.52,2024,8,0.8695652173913043,4,215,31,False,952.0,1026.0,928.0,28.0,False,False,False,False,True
2024-08-03,953.0,1110.0,4288.5,99.94402676056336,96.61,2024,8,0.8585585585585586,5,216,31,True,980.0,1018.0,1069.0,-27.0,False,False,False,False,True
2024-08-04,926.0,1064.0,4167.0,99.956,97.57,2024,8,0.8703007518796992,6,217,31,True,953.0,1051.0,970.0,-27.0,False,False,False,False,True
2024-08-05,973.0,1118.0,4378.5,99.945,97.28,2024,8,0.870304114490161,0,218,32,False,926.0,1024.0,1049.0,47.0,False,False,False,False,True
2024-08-06,931.0,1070.0,4189.5,99.969,98.2,2024,8,0.8700934579439252,1,219,32,False,973.0,886.0,1046.0,-42.0,False,False,False,False,True
2024-08-07,941.0,1082.0,4234.5,99.946,96.81,2024,8,0.8696857670979667,2,220,32,False,931.0,934.0,966.0,10.0,False,False,False,False,True
2024-08-08,958.0,1101.0,4311.0,99.986,96.83,2024,8,0.8701180744777475,3,221,32,False,941.0,952.0,956.0,17.0,False,False,False,False,True
2024-08-09,1009.0,1160.0,4540.5,99.952,97.13,2024,8,0.8698275862068966,4,222,32,False,958.0,980.0,965.0,51.0,False,False,False,False,True
2024-08-10,1010.0,1161.0,4545.0,99.907,97.83,2024,8,0.8699397071490095,5,223,32,True,1009.0,953.0,964.0,1.0,False,False,False,False,True
2024-08-11,1052.0,1209.0,4734.0,99.986,97.62,2024,8,0.8701406120760959,6,224,32,True,1010.0,926.0,1075.0,42.0,False,False,False,False,True
2024-08-12,1013.0,1164.0,4558.5,99.957,97.13,2024,8,0.8702749140893471,0,225,33,False,1052.0,973.0,994.0,-39.0,False,False,False,False,True
2024-08-13,1029.0,1183.0,4630.5,99.96,98.28,2024,8,0.8698224852071006,1,226,33,False,1013.0,931.0,992.0,16.0,False,False,False,False,True
2024-08-14,956.0,1099.0,4302.0,99.951,97.16,2024,8,0.8698817106460418,2,227,33,False,1029.0,941.0,994.0,-73.0,False,False,False,False,True
2024-08-15,896.0,1030.0,4032.0,99.932,97.44,2024,8,0.8699029126213592,3,228,33,False,956.0,958.0,846.0,-60.0,False,False,False,False,True
2024-08-16,880.0,1011.0,3960.0,99.909,97.98,2024,8,0.8704253214638972,4,229,33,False,896.0,1009.0,1074.0,-16.0,False,False,False,False,True
2024-08-17,952.0,1094.0,4284.0,99.936,97.92,2024,8,0.870201096892139,5,230,33,True,880.0,1010.0,952.0,72.0,False,False,False,False,True
2024-08-18,839.0,964.0,3775.5,99.947,98.01,2024,8,0.8703319502074689,6,231,33,True,952.0,1052.0,1005.0,-113.0,False,False,False,False,True
2024-08-19,887.0,1020.0,3991.5,99.951,96.99,2024,8,0.8696078431372549,0,232,34,False,839.0,1013.0,995.0,48.0,False,False,False,False,True
2024-08-20,1040.0,1196.0,4680.0,99.946,97.57,2024,8,0.8695652173913043,1,233,34,False,887.0,1029.0,1055.0,153.0,False,False,False,False,True
2024-08-21,952.0,1094.0,4284.0,99.902,97.29,2024,8,0.870201096892139,2,234,34,False,1040.0,956.0,973.0,-88.0,False,False,False,False,True
2024-08-22,872.0,1002.0,3924.0,99.955,97.25,2024,8,0.8702594810379242,3,235,34,False,952.0,896.0,927.0,-80.0,False,False,False,False,True
2024-08-23,875.0,1006.0,3937.5,99.961,97.45,2024,8,0.8697813121272365,4,236,34,False,872.0,880.0,881.0,3.0,False,False,False,False,True
2024-08-24,909.0,1045.0,4090.5,99.919,97.57,2024,8,0.8698564593301435,5,237,34,True,875.0,952.0,1000.0,34.0,False,False,False,False,True
2024-08-25,967.0,1112.0,4351.5,99.928,97.5,2024,8,0.8696043165467626,6,238,34,True,909.0,839.0,1026.0,58.0,False,False,False,False,True
2024-08-26,935.0,1075.0,4207.5,99.929,96.63,2024,8,0.8697674418604651,0,239,35,False,967.0,887.0,1018.0,-32.0,False,False,False,False,True
2024-08-27,1060.0,1219.0,4770.0,99.928,97.76,2024,8,0.8695652173913043,1,240,35,False,935.0,1040.0,1051.0,125.0,False,False,False,False,True
2024-08-28,939.0,1079.0,4225.5,99.976,98.0,2024,8,0.8702502316960148,2,241,35,False,1060.0,952.0,1024.0,-121.0,False,False,False,False,True
2024-08-29,910.0,1152.0,4095.0,99.94402676056336,97.23,2024,8,0.7899305555555556,3,242,35,False,939.0,872.0,886.0,-29.0,False,False,False,False,True
2024-08-30,881.0,1013.0,3964.5,99.947,97.93,2024,8,0.8696939782823297,4,243,35,False,910.0,875.0,934.0,-29.0,False,False,False,False,True
2024-08-31,1003.0,1153.0,4513.5,99.941,97.93,2024,8,0.8699045967042498,5,244,35,True,881.0,909.0,952.0,122.0,False,False,False,False,True
2024-09-01,943.0,1084.0,4243.5,99.984,97.4,2024,9,0.8699261992619927,6,245,35,True,1003.0,967.0,980.0,-60.0,False,False,False,False,True
2024-09-02,1038.0,1193.0,4671.0,99.978,96.48,2024,9,0.8700754400670578,0,246,36,False,943.0,935.0,953.0,95.0,False,False,False,False,True
2024-09-03,882.0,1014.0,3969.0,99.921,96.59,2024,9,0.8698224852071006,1,247,36,False,1038.0,1060.0,926.0,-156.0,False,False,False,False,True
2024-09-04,919.0,1056.0,4135.5,99.929,96.34,2024,9,0.8702651515151515,2,248,36,False,882.0,939.0,973.0,37.0,False,False,False,False,True
2024-09-05,904.0,1039.0,4068.0,99.926,97.09,2024,9,0.8700673724735323,3,249,36,False,919.0,910.0,931.0,-15.0,False,False,False,False,True
2024-09-06,940.0,1081.0,4230.0,99.937,95.88,2024,9,0.8695652173913043,4,250,36,False,904.0,881.0,941.0,36.0,False,False,False,False,True
2024-09-07,949.0,1091.0,4270.5,99.973,96.8,2024,9,0.8698441796516957,5,251,36,True,940.0,1003.0,958.0,9.0,False,False,False,False,True
2024-09-08,867.0,997.0,3901.5,99.963,96.45,2024,9,0.8696088264794383,6,252,36,True,949.0,943.0,1009.0,-82.0,False,False,False,False,True
2024-09-09,905.0,1040.0,4072.5,99.907,96.74,2024,9,0.8701923076923077,0,253,37,False,867.0,1038.0,1010.0,38.0,False,False,False,False,True
2024-09-10,943.0,1084.0,4243.5,99.982,96.87,2024,9,0.8699261992619927,1,254,37,False,905.0,882.0,1052.0,38.0,False,False,False,False,True
2024-09-11,907.0,1043.0,4081.5,99.932,97.48,2024,9,0.8696069031639502,2,255,37,False,943.0,919.0,1013.0,-36.0,False,False,False,False,True
2024-09-12,929.0,1068.0,4180.5,99.961,97.2,2024,9,0.8698501872659176,3,256,37,False,907.0,904.0,1029.0,22.0,False,False,False,False,True
2024-09-13,885.0,1017.0,3982.5,99.94,97.29,2024,9,0.8702064896755162,4,257,37,False,929.0,940.0,956.0,-44.0,False,False,False,False,True
2024-09-14,869.0,999.0,3910.5,99.981,96.41,2024,9,0.8698698698698699,5,258,37,True,885.0,949.0,896.0,-16.0,False,False,False,False,True
2024-09-15,951.0,1093.0,4279.5,99.957,96.7,2024,9,0.8700823421774931,6,259,37,True,869.0,867.0,880.0,82.0,False,False,False,False,True
2024-09-16,954.0,1097.0,4293.0,99.948,96.06,2024,9,0.8696444849589791,0,260,38,False,951.0,905.0,952.0,3.0,False,False,False,False,True
2024-09-17,833.0,957.0,3748.5,99.947,97.17,2024,9,0.8704284221525601,1,261,38,False,954.0,943.0,839.0,-121.0,False,False,False,False,True
2024-09-18,937.0,1077.0,4216.5,99.903,97.25,2024,9,0.8700092850510678,2,262,38,False,833.0,907.0,887.0,104.0,False,False,False,False,True
2024-09-19,900.0,1035.0,4050.0,99.945,97.82,2024,9,0.8695652173913043,3,263,38,False,937.0,929.0,1040.0,-37.0,False,False,False,False,True
2024-09-20,975.0,1121.0,4387.5,99.91,96.66,2024,9,0.8697591436217663,4,264,38,False,900.0,885.0,952.0,75.0,False,False,False,False,True
2024-09-21,979.0,1125.0,4405.5,99.955,97.8,2024,9,0.8702222222222222,5,265,38,True,975.0,869.0,872.0,4.0,False,False,False,False,True
2024-09-22,945.0,1086.0,4252.5,99.911,96.38,2024,9,0.8701657458563536,6,266,38,True,979.0,951.0,875.0,-34.0,False,False,False,False,True
2024-09-23,927.0,1066.0,4171.5,99.92,97.37,2024,9,0.8696060037523452,0,267,39,False,945.0,954.0,909.0,-18.0,False,False,False,False,True
2024-09-24,924.0,1062.0,4158.0,99.908,96.88,2024,9,0.8700564971751412,1,268,39,False,927.0,833.0,967.0,-3.0,False,False,False,False,True
2024-09-25,920.5,1018.0,4142.25,99.94402676056336,96.45,2024,9,0.9042239685658152,2,269,39,False,924.0,937.0,935.0,-3.5,False,False,False,False,True
2024-09-26,917.0,1054.0,4126.5,99.905,96.75,2024,9,0.8700189753320683,3,270,39,False,920.5,900.0,1060.0,-3.5,False,False,False,False,True
2024-09-27,921.0,1059.0,4144.5,99.933,96.7,2024,9,0.8696883852691218,4,271,39,False,917.0,975.0,939.0,4.0,False,False,False,False,True
2024-09-28,948.0,1090.0,4266.0,99.943,95.64,2024,9,0.8697247706422019,5,272,39,True,921.0,979.0,910.0,27.0,False,False,False,False,True
2024-09-29,928.0,1067.0,4176.0,99.92,97.26,2024,9,0.8697282099343955,6,273,39,True,948.0,945.0,881.0,-20.0,False,False,False,False,True
2024-09-30,910.0,1046.0,4095.0,99.917,96.91,2024,9,0.869980879541109,0,274,40,False,928.0,927.0,1003.0,-18.0,False,False,False,False,True
2024-10-01,983.0,1130.0,4423.5,99.987,97.19,2024,10,0.8699115044247787,1,275,40,False,910.0,924.0,943.0,73.0,False,False,False,False,True
2024-10-02,807.0,928.0,3631.5,99.928,97.22,2024,10,0.8696120689655172,2,276,40,False,983.0,920.5,1038.0,-176.0,False,False,False,False,True
2024-10-03,1049.0,1206.0,4720.5,99.937,97.8,2024,10,0.8698175787728026,3,277,40,False,807.0,917.0,882.0,242.0,True,False,False,False,True
2024-10-04,890.0,1023.0,4005.0,99.97,97.38,2024,10,0.8699902248289345,4,278,40,False,1049.0,921.0,919.0,-159.0,False,False,False,False,True
2024-10-05,1002.0,1152.0,4509.0,99.952,97.11,2024,10,0.8697916666666666,5,279,40,True,890.0,948.0,904.0,112.0,False,False,False,False,True
2024-10-06,850.0,977.0,3825.0,99.925,97.28,2024,10,0.8700102354145343,6,280,40,True,1002.0,928.0,940.0,-152.0,False,False,False,False,True
2024-10-07,963.0,1107.0,4333.5,99.906,96.39,2024,10,0.8699186991869918,0,281,41,False,850.0,910.0,949.0,113.0,False,False,False,False,True
2024-10-08,910.0,1046.0,4095.0,99.937,97.74,2024,10,0.869980879541109,1,282,41,False,963.0,983.0,867.0,-53.0,False,False,False,False,True
2024-10-09,930.0,1069.0,4185.0,99.963,97.09,2024,10,0.8699719363891487,2,283,41,False,910.0,807.0,905.0,20.0,False,False,False,False,True
2024-10-10,892.0,1025.0,4014.0,99.982,96.94,2024,10,0.8702439024390244,3,284,41,False,930.0,1049.0,943.0,-38.0,False,False,False,False,True
2024-10-11,892.0,1025.0,4014.0,99.942,96.37,2024,10,0.8702439024390244,4,285,41,False,892.0,890.0,907.0,0.0,False,False,False,False,True
2024-10-12,951.0,1093.0,4279.5,99.907,97.56,2024,10,0.8700823421774931,5,286,41,True,892.0,1002.0,929.0,59.0,False,False,False,False,True
2024-10-13,929.0,1068.0,4180.5,99.935,97.9,2024,10,0.8698501872659176,6,287,41,True,951.0,850.0,885.0,-22.0,False,False,False,False,True
2024-10-14,997.0,1146.0,4486.5,99.988,97.59,2024,10,0.8699825479930192,0,288,42,False,929.0,963.0,869.0,68.0,False,False,False,False,True
2024-10-15,880.0,1011.0,3960.0,99.947,97.34,2024,10,0.8704253214638972,1,289,42,False,997.0,910.0,951.0,-117.0,False,False,False,False,True
2024-10-16,925.0,1063.0,4162.5,99.98,97.52,2024,10,0.8701787394167451,2,290,42,False,880.0,930.0,954.0,45.0,False,False,False,False,True
2024-10-17,959.0,1102.0,4315.5,99.952,97.13,2024,10,0.8702359346642469,3,291,42,False,925.0,892.0,833.0,34.0,False,False,False,False,True
2024-10-18,983.0,1130.0,4423.5,99.966,97.16,2024,10,0.8699115044247787,4,292,42,False,959.0,892.0,937.0,24.0,False,False,False,False,True
2024-10-19,1043.0,1199.0,4693.5,99.97,97.11,2024,10,0.8698915763135947,5,293,42,True,983.0,951.0,900.0,60.0,False,False,False,False,True
2024-10-20,870.0,1000.0,3915.0,99.919,97.63,2024,10,0.87,6,294,42,True,1043.0,929.0,975.0,-173.0,False,False,False,False,True
2024-10-21,898.0,1032.0,4041.0,99.932,97.6,2024,10,0.8701550387596899,0,295,43,False,870.0,997.0,979.0,28.0,False,False,False,False,True
2024-10-22,948.0,1038.0,4266.0,99.94402676056336,97.31,2024,10,0.9132947976878611,1,296,43,False,898.0,880.0,945.0,50.0,False,False,False,False,True
2024-10-23,998.0,1147.0,4491.0,99.951,97.58,2024,10,0.8700959023539668,2,297,43,False,948.0,925.0,927.0,50.0,False,False,False,False,True
2024-10-24,920.0,1058.0,4140.0,99.984,98.0,2024,10,0.8695652173913043,3,298,43,False,998.0,959.0,924.0,-78.0,False,False,False,False,True
2024-10-25,984.0,1131.0,4428.0,99.936,97.61,2024,10,0.870026525198939,4,299,43,False,920.0,983.0,920.5,64.0,False,False,False,False,True
2024-10-26,934.0,1074.0,4203.0,99.973,97.62,2024,10,0.8696461824953445,5,300,43,True,984.0,1043.0,917.0,-50.0,False,False,False,False,True
2024-10-27,1038.0,1193.0,4671.0,99.966,96.81,2024,10,0.8700754400670578,6,301,43,True,934.0,870.0,921.0,104.0,False,False,False,False,True
2024-10-28,996.0,1145.0,4482.0,99.957,96.71,2024,10,0.8698689956331878,0,302,44,False,1038.0,898.0,948.0,-42.0,False,False,False,False,True
2024-10-29,959.0,1024.0,4315.5,99.94402676056336,97.23,2024,10,0.9365234375,1,303,44,False,996.0,948.0,928.0,-37.0,False,False,False,False,True
2024-10-30,922.0,1060.0,4149.0,99.96,97.11,2024,10,0.869811320754717,2,304,44,False,959.0,998.0,910.0,-37.0,False,False,False,False,True
2024-10-31,968.0,1113.0,4356.0,99.948,96.39,2024,10,0.8697214734950584,3,305,44,False,922.0,920.0,983.0,46.0,False,False,False,False,True
2024-11-01,1071.0,1231.0,4819.5,99.908,98.56,2024,11,0.8700243704305443,4,306,44,False,968.0,984.0,807.0,103.0,False,False,False,False,True
2024-11-02,1032.0,1186.0,4644.0,99.919,98.74,2024,11,0.8701517706576728,5,307,44,True,1071.0,934.0,1049.0,-39.0,False,False,False,False,True
2024-11-03,1051.0,1208.0,4729.5,99.956,97.7,2024,11,0.8700331125827815,6,308,44,True,1032.0,1038.0,890.0,19.0,False,False,False,False,True
2024-11-04,964.0,1108.0,4338.0,99.986,98.79,2024,11,0.8700361010830325,0,309,45,False,1051.0,996.0,1002.0,-87.0,False,False,False,False,True
2024-11-05,963.0,1107.0,4333.5,99.969,97.91,2024,11,0.8699186991869918,1,310,45,False,964.0,959.0,850.0,-1.0,False,False,False,False,True
2024-11-06,833.0,957.0,3748.5,99.968,98.65,2024,11,0.8704284221525601,2,311,45,False,963.0,922.0,963.0,-130.0,False,False,False,False,True
2024-11-07,1002.0,1152.0,4509.0,99.932,99.51,2024,11,0.8697916666666666,3,312,45,False,833.0,968.0,910.0,169.0,False,False,False,False,True
2024-11-08,1056.0,1214.0,4752.0,99.984,98.84,2024,11,0.8698517298187809,4,313,45,False,1002.0,1071.0,930.0,54.0,False,False,False,False,True
2024-11-09,972.0,1117.0,4374.0,99.971,98.82,2024,11,0.8701880035810206,5,314,45,True,1056.0,1032.0,892.0,-84.0,False,False,False,False,True
2024-11-10,983.0,1130.0,4423.5,99.923,98.44,2024,11,0.8699115044247787,6,315,45,True,972.0,1051.0,892.0,11.0,False,False,False,False,True
2024-11-11,975.0,1121.0,4387.5,99.965,98.37,2024,11,0.8697591436217663,0,316,46,False,983.0,964.0,951.0,-8.0,False,False,False,False,True
2024-11-12,969.0,1114.0,4360.5,99.91,98.08,2024,11,0.86983842010772,1,317,46,False,975.0,963.0,929.0,-6.0,False,False,False,False,True
2024-11-13,980.0,1127.0,4410.0,99.972,99.24,2024,11,0.8695652173913043,2,318,46,False,969.0,833.0,997.0,11.0,False,False,False,False,True
